Statement Analysis
Query,Full Table Scan,Executed (#),Errors (#),Warnings (#),Total Time,Max Time,Avg Time,Rows Sent (#),Avg. Rows Sent (#),Rows Scanned (#),Avg. Rows Scanned (#),Temp. Tables (#),Temp. Disk Tables (#),Rows Sorted (#),Sort Merge Passes (#),Digest
SHOW FULL FIELDS FROM `sys` . `x$schema_table_statistics`,,2,0,0,4158.75,2641.23,2079.38,38,19.0,158,79.0,2,0,38,0,6b5087f3a717e25b867a4dd32e1b1a4662a5da776946a4049ae6d58e19d838b7
SHOW FULL FIELDS FROM `sys` . `user_summary_by_statement_type`,,2,0,0,4148.35,2665.33,2074.17,22,11.0,94,47.0,2,0,22,0,0113f7d81ae21b0380ff40170d934f7c58214d56a15b6906c87fe8c6bb882ca1
SHOW FULL FIELDS FROM `tpch` . `partsupp`,,1,0,0,4130.86,4130.86,4130.86,5,5.0,25,25.0,1,0,5,0,1982ce18ffb58c2d6f801c173a143ceaa46107fa382e04e9d83a034b89b0cb39
SHOW FULL FIELDS FROM `sys` . `x$waits_by_host_by_latency`,,2,0,0,4114.25,2397.03,2057.13,12,6.0,54,27.0,2,0,12,0,c17c361203a923f92b6d027722a204bba22b46e295b9d80e89c0488964da0e21
SHOW FULL FIELDS FROM `sys` . `x$io_global_by_wait_by_latency`,,2,0,0,4103.95,2271.22,2051.97,28,14.0,118,59.0,2,0,28,0,cee80b858661a6e35dec1954fbc022aebad05795b5f881fce9f327625a13e7a7
SHOW FULL FIELDS FROM `sys` . `user_summary_by_stages`,,2,0,0,4102.55,2511.53,2051.27,10,5.0,46,23.0,2,0,10,0,2d3c7e745ef6f6f2f42457542c9b67b841c16f9a5cca0531878d559a20fdd476
SHOW INDEXES FROM `cdcyrbss` . `xxhq`,,1,0,0,4093.86,4093.86,4093.86,1,1.0,119,119.0,1,0,1,0,823a543c1f8eeda278857a10a23e9c5a0a8a6bdec9bf51c4bf29f74406c2b9ac
SHOW FULL FIELDS FROM `sys` . `io_global_by_file_by_bytes`,,2,0,0,4081.75,2493.23,2040.87,18,9.0,78,39.0,2,0,18,0,2450d0341a4c28ea34b45bdd59df1c73fcd0d7b26cf6b5b7a3ac8169a7e28280
SHOW FULL FIELDS FROM `sys` . `schema_tables_with_full_table_scans`,,2,0,0,4066.45,2100.22,2033.22,8,4.0,38,19.0,2,0,8,0,04fd65aec47ce448de6064f21aa8f1d2f2823cda256d6f892b0e7130f3aba416
SHOW INDEX FROM `dawn` . `data`,,2,0,0,4043.26,2402.74,2021.63,2,1.0,592,296.0,2,0,2,0,e371106973144d4dbc6f52d300553ddd8b8d923bb7a5e1d5fb478e5f1a085c56
"SELECT * FROM `cdcyrbss` . `xxhq` LIMIT ?, ...",*,1,0,0,4024.46,4024.46,4024.46,376,376.0,376,376.0,0,0,0,0,aac1e754fefe914a8eb59e22ed6e4341d359119692cd4d44bbecac1d6f692070
SHOW FULL FIELDS FROM `sys` . `io_global_by_wait_by_bytes`,,2,0,0,4007.24,2515.23,2003.62,26,13.0,110,55.0,2,0,26,0,30cb182e4cdc50f932165f3798e7f9668f218a9461b8987892cbf69af9ad65cc
SHOW FULL FIELDS FROM `sys` . `x$innodb_buffer_stats_by_schema`,,2,0,0,4005.54,2342.32,2002.77,14,7.0,62,31.0,2,0,14,0,a8518e3b06728d4b7c3f863b933c380c41452167e82d4f6081703a8b5c33bcf9
SHOW FULL FIELDS FROM `sys` . `latest_file_io`,,2,0,0,4002.64,2341.32,2001.32,10,5.0,46,23.0,2,0,10,0,b0eec798a991156d89b22ba7ea6ed0f8bdb73ec22ff7364979cae6398fb46cca
SHOW FULL FIELDS FROM `sys` . `schema_object_overview`,,2,0,0,3974.24,2449.72,1987.12,6,3.0,30,15.0,2,0,6,0,d4719bae3e4d74f325f67ef20c903ccbe4fc2a518533aa8df88b369b787fc970
SELECT * FROM `information_schema` . `tables` WHERE `table_schema` = ? AND TABLE_NAME = ?,,1,0,0,3972.66,3972.66,3972.66,1,1.0,4,4.0,0,0,0,0,16a6de52b011569ab558d475938e71d65302d8ba19d59a5b0069f531c82824ad
SHOW FULL FIELDS FROM `sys` . `memory_by_user_by_current_bytes`,,2,0,0,3948.54,2239.62,1974.27,12,6.0,54,27.0,2,0,12,0,fff5a5f194a9ebc5dbaf9d2b4ad22114d805904719023923bd004622e0f2bfd5
SHOW FULL TABLES FROM `sys` WHERE `Table_type` = ?,,1,0,0,3934.15,3934.15,3934.15,100,100.0,203,203.0,0,0,100,0,ac1d8a79e2dc1200a392dbd561459fc33904552ced93aaa795f0dca54d4f8c2a
SHOW FULL FIELDS FROM `sys` . `x$host_summary_by_file_io_type`,,2,0,0,3932.14,2304.52,1966.07,10,5.0,46,23.0,2,0,10,0,3fbb34887f19893c7ee77a925180cd4213f4f2cc747151787bd444ce6e407709
SHOW FULL FIELDS FROM `sys` . `waits_global_by_latency`,,2,0,0,3926.34,2349.12,1963.17,10,5.0,46,23.0,2,0,10,0,41345adf068d6bbc94863bc3f70f6973142b2a289f3bebf1a2eb604eee179d71
SHOW FULL FIELDS FROM `sys` . `x$host_summary_by_file_io`,,2,0,0,3921.74,2307.82,1960.87,6,3.0,30,15.0,2,0,6,0,20c7225287a541713b41dd337ea1565ee16225cb8ff0cd2f209ac34bcbbdc6b5
SHOW FULL FIELDS FROM `sys` . `waits_by_host_by_latency`,,2,0,0,3920.94,2527.53,1960.47,12,6.0,54,27.0,2,0,12,0,339e9907f908712766b41b0b0fbb2d93b19606396c5dfd8f725589dd4e7ad080
SHOW FULL FIELDS FROM `sys` . `innodb_buffer_stats_by_table`,,2,0,0,3910.74,2408.22,1955.37,16,8.0,70,35.0,2,0,16,0,e670915b67f5b2d9124e673ff4111efbd4cac35c91e4728a790ce8c1d5637dc0
SHOW FULL FIELDS FROM `sys` . `x$io_by_thread_by_latency`,,2,0,0,3903.44,2281.62,1951.72,16,8.0,70,35.0,2,0,16,0,ec456724fe442ab2322dbec8e0fc9b5294dc21fd256257979c2c741ae7aabea1
SHOW FULL FIELDS FROM `sys` . `user_summary_by_file_io`,,2,0,0,3894.34,2358.72,1947.17,6,3.0,30,15.0,2,0,6,0,788221f5d168a05b66ddef26d62a581d2500adc5bcadbfe932a42bff527179e9
SHOW FULL TABLES,,1,0,0,3893.75,3893.75,3893.75,1,1.0,5,5.0,0,0,1,0,e33d6f966fa1b15cd2fc2af10220b36edec9a20d94d21ccb3b31ad5e6eb13836
SHOW FULL FIELDS FROM `sys` . `schema_unused_indexes`,,2,0,0,3889.84,2048.82,1944.92,6,3.0,30,15.0,2,0,6,0,3f3582c5f6006448a08c5ef07fe93d515cc6ebb1ec3b60296d1f4cbe6b69417b
SHOW FULL FIELDS FROM `sys` . `x$memory_by_host_by_current_bytes`,,2,0,0,3886.95,2385.03,1943.47,12,6.0,54,27.0,2,0,12,0,2458d4e012cb793bb2900be7d3f813bccc18b12e1b054191610560e53db5409b
SHOW FULL FIELDS FROM `sys` . `version`,,2,0,0,3873.04,2394.92,1936.52,4,2.0,22,11.0,2,0,4,0,e99dc887e01ff0ee07b79551024750f56951ebcf6fcc0c33c0012965523e5499
SHOW FULL FIELDS FROM `sys` . `x$user_summary_by_file_io_type`,,2,0,0,3867.85,2328.93,1933.92,10,5.0,46,23.0,2,0,10,0,18c5f91963fc18b0e1fdfb94417eb58b76453fdaa452a4983200397845f4ecdd
SHOW FULL FIELDS FROM `sys` . `x$waits_global_by_latency`,,2,0,0,3860.25,2160.73,1930.12,10,5.0,46,23.0,2,0,10,0,2c9df3b6680b00ccdc5ec14b949a28234f620db0f4a82f20f553be3ca2c69296
SHOW FULL FIELDS FROM `sys` . `statements_with_errors_or_warnings`,,2,0,0,3839.54,2114.32,1919.77,20,10.0,86,43.0,2,0,20,0,b7bfffd0343db73a120033676a37820ea671c461e82a1102665944ada6f7ad19
SHOW FULL FIELDS FROM `sys` . `x$host_summary_by_stages`,,2,0,0,3811.14,2354.22,1905.57,10,5.0,46,23.0,2,0,10,0,20b9cf67ef414b9ef7b331bfc7193e355aa31c8d5adebfbb568013570e8d7421
SHOW FULL FIELDS FROM `sys` . `x$io_global_by_file_by_latency`,,2,0,0,3801.84,2163.32,1900.92,18,9.0,78,39.0,2,0,18,0,5e05ac22aab488f7096adf603e017637247fd05402068ff4784fb7fc8c7d7817
SHOW FULL FIELDS FROM `sys` . `user_summary_by_file_io_type`,,2,0,0,3800.24,2409.92,1900.12,10,5.0,46,23.0,2,0,10,0,f841b80037514bbc068d2b57fd8b29876f1a666a93f6a90034515da917806b47
SHOW FULL FIELDS FROM `sys` . `x$user_summary_by_stages`,,2,0,0,3788.75,2125.93,1894.37,10,5.0,46,23.0,2,0,10,0,a7f52cfeade8f9823f8f07e48ce9be31dffb80812d9bd544aa7a1c32a77d4ac6
SHOW FULL FIELDS FROM `sys` . `x$memory_by_thread_by_current_bytes`,,2,0,0,3772.55,2593.83,1886.27,14,7.0,62,31.0,2,0,14,0,8d925a9dda1c3d95299aa6af942490f14fb41e82651fd9354d18ca3c8fe53802
SHOW FULL FIELDS FROM `sys` . `sys_config`,,2,0,0,3729.84,1975.22,1864.92,8,4.0,42,21.0,2,0,8,0,137dcd7390c81d1e70f7a38d224f14e5bad40e00183095d5263026e7432d7deb
SHOW INDEX FROM `londonndtms` . `ndtms`,,2,0,0,3719.05,1887.83,1859.53,2,1.0,330,165.0,2,0,2,0,41d1fe7a75aeb6c34cf78dedecb0a321e13a094ec9939da552347dd0bcb3955f
SHOW FULL FIELDS FROM `sys` . `wait_classes_global_by_latency`,,2,0,0,3702.04,2063.82,1851.02,12,6.0,54,27.0,2,0,12,0,95cbbf67807578a3f989946870cdf16e3331aa622979af1ca1c8a15243bab04f
SHOW FULL FIELDS FROM `sys` . `x$schema_tables_with_full_table_scans`,,2,0,0,3701.14,2126.52,1850.57,8,4.0,38,19.0,2,0,8,0,b880381d917fc8d3a76ef5e077ecc355c0a08d00f6e1528e3b4ee5c20b6ecbcb
SHOW FULL FIELDS FROM `sys` . `waits_by_user_by_latency`,,2,0,0,3698.44,2150.52,1849.22,12,6.0,54,27.0,2,0,12,0,8a61eb378b2340fa242a48f7541a48b751b709187db1f71c11bb44ce498a901d
SHOW FULL FIELDS FROM `sys` . `x$memory_global_by_current_bytes`,,2,0,0,3647.24,2422.63,1823.62,14,7.0,62,31.0,2,0,14,0,8efe387ec25a816916e3071c081312531fd41c366c51366a3bc0999b8359a9fe
SHOW FULL FIELDS FROM `sys` . `host_summary_by_stages`,,2,0,0,3641.14,2498.73,1820.57,10,5.0,46,23.0,2,0,10,0,78a2ca2c2ac91d0414f166396f2d720e1e9da836014d042213d18b8b6609f24f
SHOW FULL FIELDS FROM `sys` . `host_summary_by_file_io`,,2,0,0,3619.84,2305.62,1809.92,6,3.0,30,15.0,2,0,6,0,52a7767c4f32a321cdafb97a4efdaedffa6f13c992615bf53800349c9788329d
"SELECT `Db` AS `scope` , SYSTEM_USER , HOST , `Select_priv` AS ? , `Insert_priv` AS ? , `Update_priv` AS ? , `Delete_priv` AS ? , `Create_priv` AS ? , `Drop_priv` AS ? , `Grant_priv` AS ? , `References_priv` AS ? , `Index_priv` AS ? , `Alter_priv` AS ? , `Create_View_priv` AS ? , `Show_view_priv` AS ? , `Trigger_priv` AS ? FROM `mysql` . `db` WHERE ? LIKE `db`",*,1,0,0,3616.15,3616.15,3616.15,0,0.0,3,3.0,0,0,0,0,3f404640e90c959b7ae5de8424b8f95e570e615e61a0f22ad4d45a48e84191b7
SHOW FULL FIELDS FROM `sys` . `x$memory_by_user_by_current_bytes`,,2,0,0,3599.94,2359.03,1799.97,12,6.0,54,27.0,2,0,12,0,392008b89ecf99920d34244039fe1c0cb26cbd8f1991ea55f6004fb3bc0b8fd5
SHOW FULL FIELDS FROM `sys` . `host_summary_by_statement_type`,,2,0,0,3588.84,2191.02,1794.42,22,11.0,94,47.0,2,0,22,0,97256e21ac4b01295b91e582fc4332a943967b6236a87b6185006784b7c58f8f
"SELECT `CONCAT` ( `Db` , ? , TABLE_NAME , ? , COLUMN_NAME ) AS `scope` , SYSTEM_USER , HOST , IF ( `FIND_IN_SET` ( ? , `Column_priv` ) = ?, ... ) AS ? , IF ( `FIND_IN_SET` ( ? , `Column_priv` ) = ?, ... ) AS ? , IF ( `FIND_IN_SET` ( ? , `Column_priv` ) = ?, ... ) AS ? , IF ( `FIND_IN_SET` ( ? , `Column_priv` ) = ?, ... ) AS ? FROM `mysql` . `columns_priv` WHERE `Db` LIKE ? AND TABLE_NAME LIKE ?",*,1,0,0,3575.35,3575.35,3575.35,0,0.0,0,0.0,0,0,0,0,bee6be76b8a711fc358c9ce8359567fc88343ee8066a30a679d0ace9321f54be
SHOW FULL FIELDS FROM `sys` . `x$io_global_by_file_by_bytes`,,2,0,0,3564.04,2024.62,1782.02,18,9.0,78,39.0,2,0,18,0,3b77ea21d0fb3ee4edf61568b7ec8f5c016c877a871f2ed3a56b63797f6544ad
SHOW FULL FIELDS FROM `sys` . `ps_check_lost_instrumentation`,,2,0,0,3493.14,2219.52,1746.57,4,2.0,22,11.0,2,0,4,0,a28ee8a2b19f2ab4627d6eef66d24291fc5da09ec049b2c4d4975053106d221a
SHOW CREATE TABLE `dawn` . `data`,,2,0,0,3491.86,1888.54,1745.93,0,0.0,0,0.0,0,0,0,0,c159d730ffe4f0782416ca14d67f808c8bb4401f731ea221380dd2f824b8578b
SHOW FULL FIELDS FROM `sys` . `memory_global_total`,,2,0,0,3419.94,1858.72,1709.97,2,1.0,14,7.0,2,0,2,0,e68d5c58a281527cfb593070a47e91280fe218d2912b7bcd7874941949da9c38
SELECT * FROM `sys` . `x$io_global_by_file_by_bytes`,*,1,0,0,3417.55,3417.55,3417.55,95,95.0,190,190.0,0,0,95,0,df6a433746ea2016a49bae33569bb03d210b6b328fc3863ad03ec0f9c94fe9b4
"SELECT `c` . `COLUMN_NAME` NAME , `COLUMN_TYPE` TYPE , `COLUMN_COMMENT` COMMENT , `COLUMN_KEY` `key` , `IS_NULLABLE` `nullable` , `CHARACTER_MAXIMUM_LENGTH` `maximum_length` , `COLUMN_DEFAULT` `defaultValue` , `INSTR` ( `COLUMN_TYPE` , ? ) > ? ? , `INSTR` ( `COLUMN_TYPE` , ? ) > ? ? , `EXTRA` `extra` , `COLLATION_NAME` `collation_name` , `CHARACTER_SET_NAME` `character_set_name` FROM `information_schema` . `columns` `c` WHERE `c` . `table_schema` = ? AND `c` . `table_name` = ? ORDER BY `c` . `ORDINAL_POSITION`",,1,0,0,3381.95,3381.95,3381.95,109,109.0,441,441.0,1,0,109,0,f7a7fda8e631680f180611d1123d528f828e8061bd6cd9be71bfc33d09ac6535
SHOW FULL FIELDS FROM `sys` . `host_summary_by_statement_latency`,,2,0,0,3370.64,1935.82,1685.32,20,10.0,86,43.0,2,0,20,0,30263e8b06531ce32709847388ec5ed7f2dab466b3b2347267ec7294de0da7e4
SHOW FULL TABLES FROM `cdcyrbss`,,2,0,0,3358.05,1684.22,1679.02,0,0.0,4,2.0,0,0,0,0,620864bed046432491da9e8ee8d4669fadaac8f28e6bc3e01c332a6a09c6a34a
SHOW FULL FIELDS FROM `sys` . `x$memory_global_total`,,2,0,0,3344.54,2312.93,1672.27,2,1.0,14,7.0,2,0,2,0,2522487072b0161f09fbd18d264e7ce20a1d345612223667f53360785c50a85d
SELECT COUNT ( * ) `column_count` FROM `information_schema` . `columns` WHERE `table_schema` = ? AND TABLE_NAME = ?,,1,0,0,3291.55,3291.55,3291.55,1,1.0,863,863.0,0,0,0,0,f216d5c82e5bde2d9e72610e284ab1b2e34135821c660cc1bcedef4dddfe0a0c
"INSERT INTO `mysql` . `__az_replica_information__` ( SYSTEM_USER , `REPL_THUMBPRINT` , `BINARY_LOG_FILE` , `UPDATED_TIME` ) VALUES ( ?, ... , UTC_TIMESTAMP ( ) ) ON DUPLICATE KEY UPDATE `BINARY_LOG_FILE` = ? , `UPDATED_TIME` = UTC_TIMESTAMP ( )",,1,0,0,3217.24,3217.24,3217.24,0,0.0,0,0.0,0,0,0,0,0dcc0cb41019b50c2ae7ed5ec388e800e4d24c6ddbf5b4e81d67c3cd09d4b53e
SHOW FIELDS FROM `londonndtms` . `ndtms`,,1,0,0,3216.84,3216.84,3216.84,155,155.0,625,625.0,1,0,155,0,5441cfd1e7d805e0d71c17fba19e043f5e8496599379891117efc7df7c0d0120
SHOW FULL FIELDS FROM `sys` . `innodb_buffer_stats_by_schema`,,2,0,0,3203.14,1907.12,1601.57,14,7.0,62,31.0,2,0,14,0,0d304fa737efd3641d8f8d7813bd6c9b72c9587970fa45755e6b5cd61f78088a
UNLOCK TABLES,,26,0,0,3161.14,859.31,121.58,0,0.0,0,0.0,0,0,0,0,e23574188e2b698a8fcd97f399be9bc361e084013df642464d600c0762c8fa39
SET NAMES ? COLLATE ?,,17,0,0,3152.14,242.70,185.42,0,0.0,0,0.0,0,0,0,0,52eaff6a7819ec096aa8c71501acd23ef138f2a775fc2827cc34ed7d77fa3e3d
SHOW TRIGGERS FROM `dawn` WHERE `Table` = ?,*,2,0,0,3138.96,1680.33,1569.48,0,0.0,10,5.0,2,0,0,0,f98e471a04414967aa1d93fd314f64b9df1d67356d40797cb94f9d9d8c16fa33
"SELECT `CONCAT` ( `Db` , ? , TABLE_NAME , ? , COLUMN_NAME ) AS `scope` , SYSTEM_USER , HOST , IF ( `FIND_IN_SET` ( ? , `Column_priv` ) = ?, ... ) AS ? , IF ( `FIND_IN_SET` ( ? , `Column_priv` ) = ?, ... ) AS ? , IF ( `FIND_IN_SET` ( ? , `Column_priv` ) = ?, ... ) AS ? , IF ( `FIND_IN_SET` ( ? , `Column_priv` ) = ?, ... ) AS ? FROM `mysql` . `columns_priv` WHERE `Db` LIKE ? AND TABLE_NAME LIKE ?",*,6,0,0,3093.74,687.31,515.62,0,0.0,0,0.0,0,0,0,0,bee6be76b8a711fc358c9ce8359567fc88343ee8066a30a679d0ace9321f54be
"INSERT IGNORE INTO `national2021` ( `caseid` , `facid` , `outcode` , `a_1` , `a_2` , `a_3` , `a_4a` , `a_4b` , `a_4c` , `a_5a` , `a_5b` , `a_5c` , `a_5d` , `a_5e` , `a_5f` , `a_5g` , `a_5h` , `a_5i` , `a_5j` , `a_5k` , `a_5l` , `a_5m` , `a_5n` , `a_5o` , `a_6` , `a_7a` , `a_7b` , `a_7c` , `a_7d` , `a_7e` , `a_7f` , `a_7g` , `a_7h` , `a_8` , `a_9box` , `a_9a1` , `a_9b1` , `a_9c1` , `a_9d1` , `a_9e1` , `a_9f1` , `a_9g1` , `a_9h1` , `a_9i1` , `a_9a2` , `a_9b2` , `a_9c2` , `a_9d2` , `a_9e2` , `a_9f2` , `a_9g2` , `a_9h2` , `a_9i2` , `a_9a3` , `a_9b3` , `a_9c3` , `a_9d3` , `a_9e3` , `a_9f3` , `a_9g3` , `a_9h3` , `a_9i3` , `a_9a4` , `a_9b4` , `a_9c4` , `a_9d4` , `a_9e4` , `a_9f4` , `a_9g4` , `a_9h4` , `a_9i4` , `a_10` , `a_11` , `a_13a` , `a_13b` , `a_13c` , `a_13d` , `a_13e` , `a_14a` , `a_14b` , `a_14c` , `a_14d` , `a_15a` , `a_15b` , `a_15c` , `a_15d` , `a_15e` , `a_15f` , `a_15g` , `a_15h` , `a_16` , `a_17` , `b1a1` , `b1a2` ,",,2,2,0,3034.84,1635.22,1517.42,0,0.0,0,0.0,0,0,0,0,804e1075a40182a3c85bd0639e2140cdf2da551ff18bea8a0829b8539fd8edbc
SHOW GRANTS,,2,0,0,2997.04,2738.14,1498.52,0,0.0,0,0.0,0,0,0,0,357c2f9945785534854aa7e387a6a8c95121e3b10a0e9ab1784bc0c45a34d47d
SHOW TABLES FROM `dawn` LIKE ?,,2,0,0,2930.54,1534.62,1465.27,0,0.0,4,2.0,0,0,0,0,80a790d466a4799ed8fa60886f2b13a67864563ade209ec82241daa1379eb48c
"INSERT IGNORE INTO `adss_data_part4` ( `caseid` , `facid` , `cltype` , `comin` , `a6` , `a6a1` , `a6a2` , `a6a3` , `a7` , `a9` , `a10` , `a11` , `a14` , `a15` , `a16` , `a17` , `a18` , `a19` , `a20` , `a21` , `a22` , `a23` , `a24` , `a25` , `a26` , `a27` , `a28` , `a29` , `a30a` , `a30b` , `a30c` , `a30d` , `a30e` , `a30f` , `a30g` , `a30h` , `a30i` , `a30j` , `a31` , `a32` , `a33a` , `a33b` , `a33c` , `a33d` , `a33e` , `a33f` , `a34` , `a35` , `a36` , `a37` , `a38` , `a39cn` , `a39a` , `a39b` , `a39c` , `a39d` , `a39e` , `a40eu` , `a40lu` , `a40age` , `a41eu` , `a41lu` , `a41age` , `a42eu` , `a42lu` , `a42age` , `a43eu` , `a43lu` , `a43age` , `a44eu` , `a44lu` , `a44age` , `a45eu` , `a45lu` , `a46eu` , `a46lu` , `a46age` , `a47eu` , `a47lu` , `a47age` , `a48eu` , `a48lu` , `a48age` , `a49eu` , `a49lu` , `a49age` , `a50eu` , `a50lu` , `a50age` , `a51eu` , `a51lu` , `a51age` , `a52eu` , `a52oth` , `a52lu` , `a52age` , `a53eu`",,2,2,0,2890.24,1699.83,1445.12,0,0.0,0,0.0,0,0,0,0,5ecfc9ab44c5e4fe6cb0058c6ccc17ecb9e274f46a63c112c042b2c3b68058ce
"SELECT `constraint_name` , `constraint_schema` , `table_name` , `column_name` , `referenced_table_schema` , `referenced_table_name` , `referenced_column_name` FROM `information_schema` . `KEY_COLUMN_USAGE` WHERE ( ( `REFERENCED_TABLE_SCHEMA` = ? AND `referenced_table_name` = ? ) OR ( `TABLE_SCHEMA` = ? AND TABLE_NAME = ? ) ) AND `REFERENCED_TABLE_NAME` IS NOT NULL ORDER BY TABLE_NAME , COLUMN_NAME",*,1,0,0,2826.84,2826.84,2826.84,0,0.0,808,808.0,1,0,0,0,04fb04953630be9e39a49a2afcf18e0d8a0a2b42d6242b1ff2e2375fe1fb640e
SET @@SESSION . `autocommit` = OFF,,17,0,0,2758.74,569.61,162.28,0,0.0,0,0.0,0,0,0,0,fb6271cf7207f96f89a89e7a764bfc1279f42b196a389b5de9e3bb447bec871c
"SELECT `TIMEDIFF` ( NOW ( ) , UTC_TIMESTAMP ( ) )",,5,0,0,2751.24,1400.82,550.25,5,1.0,5,1.0,0,0,0,0,7fdf6603196343c23125ddc5b2b3c386d9fdbcc4bf4dc87ad4fcf79f4a3defa9
SELECT `st` . * FROM `performance_schema` . `events_stages_history_long` `st` WHERE `st` . `nesting_event_id` = ?,*,5,0,0,2616.54,1552.92,523.31,0,0.0,0,0.0,0,0,0,0,38ab808b1a73a9d4a0cd3dd87d741ef210a26d49ad8f262c92173ac348672be3
SET @? = @@`foreign_key_checks`,,3,0,0,2592.04,2265.53,864.01,0,0.0,0,0.0,0,0,0,0,0ae930ac7c8280bcaa092fc680c626f298853b58e42ff4f2a1af5f946f34adce
SHOW PROCEDURE STATUS WHERE `Db` = ?,,2,0,0,2485.93,1305.42,1242.97,0,0.0,4,2.0,0,0,0,0,cbc301da493d6b465340bd346910730ee04459290e7cb9d392d71de4e8fea677
SELECT `st` . * FROM `performance_schema` . `events_statements_current` `st` JOIN `performance_schema` . `threads` `thr` ON `thr` . `thread_id` = `st` . `thread_id` WHERE `thr` . `processlist_id` = ?,,4,0,0,2462.74,672.41,615.68,4,1.0,8,2.0,0,0,0,0,b31742f7d23c9cd7e41466837a9bf595201427497601718ac456e68040146a54
SHOW ENGINES,*,3,0,0,2454.83,1782.32,818.28,33,11.0,33,11.0,3,0,0,0,694ce669f6158c6e62190a80036873cd7a95b81566f32b7f979f9624b10f564a
SHOW FUNCTION STATUS WHERE `Db` = ?,,2,0,0,2391.34,1611.92,1195.67,0,0.0,4,2.0,0,0,0,0,1023723dae12e40234921687402e70f60d7a8b233a3da73a4e46b38e0feb23a9
"SELECT * FROM `londonndtms` . `ndtms` LIMIT ?, ...",*,3,0,0,2313.93,952.11,771.31,0,0.0,0,0.0,0,0,0,0,1e8a7068e367fc96a688838a9f84dd11bd4c0222a0fcb4ba6579b800be0d00f3
"SELECT @@`datadir` `datadir` , `sd` . `path` FROM `information_schema` . `INNODB_TABLES` `st` JOIN `information_schema` . `innodb_datafiles` `sd` USING ( `space` ) WHERE `st` . `name` = ?",*,1,0,0,2280.93,2280.93,2280.93,1,1.0,72,72.0,1,0,0,0,80d38ef0cbdc2340d4c76bf8acc41e1e09e087baafde949f18043a226a27f28f
"SELECT @@`max_allowed_packet` , @@`character_set_client` , @@`character_set_connection` , @@`license` , @@`sql_mode` , @@`lower_case_table_names` , @@`autocommit`",,5,0,0,2272.23,1288.12,454.45,5,1.0,5,1.0,0,0,0,0,660bd8cc055a5cf16c5b160a2a667a8c06f232a480274c48ae7a34972621cb75
SHOW FIELDS FROM `mysql` . `columns_priv` LIKE ?,,1,0,0,2175.33,2175.33,2175.33,1,1.0,15,15.0,1,0,1,0,6a099d9cf5137191cef0f35f9b436e68ea0203dabedc7ed395a94b7dd1466f3f
SHOW FULL FIELDS FROM `tpch` . `supplier`,,1,0,0,2170.43,2170.43,2170.43,7,7.0,33,33.0,1,0,7,0,03925aa8aadb5914dcb54c08b088e9dea1112ce868577c4eb3d29c473e1f6695
SELECT * FROM `adss_data_part4` LIMIT ?,,4,4,0,2160.63,717.41,540.16,0,0.0,0,0.0,0,0,0,0,ab7686cb06348b5144f894f0c145d732974716740ee7394d07e9bb43b9bc19c0
SHOW FULL FIELDS FROM `tpch` . `part`,,1,0,0,2092.63,2092.63,2092.63,9,9.0,41,41.0,1,0,9,0,9f208c8531ca1b482130facca19b643db1286c9b82994d7eb01ae4b48260eb12
SHOW SCHEMAS LIKE ?,*,2,0,0,2051.63,1220.92,1025.81,0,0.0,17,9.0,0,0,0,0,0bd52df5a6e81880a88240d0ee10dc4b5216af65873f704072a88b2db08af010
SHOW FULL FIELDS FROM `tpch` . `orders`,,1,0,0,2047.03,2047.03,2047.03,9,9.0,41,41.0,1,0,9,0,4f56bff0bf7748d1df9766ee96240e6b27bbabad3688be2162b6e030b0282cfd
SHOW INDEX FROM `cdcyrbss` . `xxhq`,,1,0,0,2040.03,2040.03,2040.03,1,1.0,120,120.0,1,0,1,0,c87d8ec45a5706500219136afd6a1e1c79ac9e7bf6c254e62e5d69c28588720a
SHOW CREATE TABLE `dawn` . `data`,,1,0,0,2004.93,2004.93,2004.93,0,0.0,0,0.0,0,0,0,0,c159d730ffe4f0782416ca14d67f808c8bb4401f731ea221380dd2f824b8578b
SHOW FULL FIELDS FROM `icpsr_03088` . `dataset`,,1,0,0,1989.43,1989.43,1989.43,5,5.0,25,25.0,1,0,5,0,b803cbbe62ece6d98b4559e74c0ddd844dd96307a93dcd4985b0d3dfe8ed0974
SET @@SESSION . `autocommit` = OFF,,14,0,0,1984.13,188.60,141.72,0,0.0,0,0.0,0,0,0,0,fb6271cf7207f96f89a89e7a764bfc1279f42b196a389b5de9e3bb447bec871c
SHOW FULL TABLES FROM `dawn`,,1,0,0,1957.03,1957.03,1957.03,1,1.0,5,5.0,0,0,1,0,11fb7a2b7f2474384abb82edc776840353eae0e5afd365667faf19a06734c5f6
SHOW INDEX FROM `icpsr_03088` . `dataset`,,1,0,0,1943.13,1943.13,1943.13,1,1.0,15,15.0,1,0,1,0,baf63b789dd0c939bc80055404b1961528f78e611ad2aae0c7028266588cff6f
SHOW FULL FIELDS FROM `tpch` . `lineitem`,,1,0,0,1898.03,1898.03,1898.03,16,16.0,69,69.0,1,0,16,0,6432c78788b8396bb36f997df327db7e3afdda54ec06f7d6f7a33d5a7897530d
SELECT @@`lower_case_table_names`,,6,0,0,1887.23,1107.12,314.54,6,1.0,6,1.0,0,0,0,0,1da3a196185b678ecb9d76f22b1efe1ad4983d6b48955f16315e02da05f3d0e8
